State,District,Year,Total_Crimes
NAGALAND,ZUNHEBOTO,2009,5
ODISHA,ANGUL,2009,413
ODISHA,BALASORE,2009,537
ODISHA,BARAGARH,2009,174
ODISHA,BERHAMPUR,2009,180
ODISHA,BHADRAK,2009,359
ODISHA,BOLANGIR,2009,330
ODISHA,BOUDH,2009,45
ODISHA,CUTTACK,2009,263
ODISHA,DCP BBSR,2009,176
ODISHA,DCP CTC,2009,153
ODISHA,DEOGARH,2009,91
ODISHA,DHENKANAL,2009,250
ODISHA,GAJAPATI,2009,89
ODISHA,GANJAM,2009,380
ODISHA,JAGATSINGHPUR,2009,149
ODISHA,JAJPUR,2009,315
ODISHA,JHARSUGUDA,2009,88
ODISHA,KALAHANDI,2009,197
ODISHA,KANDHAMAL,2009,147
ODISHA,KENDRAPARA,2009,97
ODISHA,KEONJHAR,2009,362
ODISHA,KHURDA,2009,223
ODISHA,KORAPUT,2009,250
ODISHA,MALKANGIR,2009,65
ODISHA,MAYURBHANJ,2009,545
ODISHA,NAYAGARH,2009,164
ODISHA,NOWRANGPUR,2009,160
ODISHA,NUAPADA,2009,98
ODISHA,PURI,2009,182
ODISHA,RAYAGADA,2009,147
ODISHA,ROURKELA,2009,208
ODISHA,SAMBALPUR,2009,119
ODISHA,SONEPUR,2009,85
ODISHA,SRP(CUTTACK),2009,13
ODISHA,SRP(ROURKELA),2009,13
ODISHA,SUNDARGARH,2009,94
PUNJAB,AMRITSAR,2009,165
PUNJAB,AMRITSAR RURAL,2009,64
PUNJAB,BARNALA,2009,32
PUNJAB,BATALA,2009,86
PUNJAB,BHATINDA,2009,126
PUNJAB,FARIDKOT,2009,56
PUNJAB,FATEHGARH SAHIB,2009,46
PUNJAB,FEROZPUR,2009,125
PUNJAB,G.R.P,2009,3
PUNJAB,GURDASPUR,2009,94
PUNJAB,HOSHIARPUR,2009,140
PUNJAB,JALANDHAR,2009,320
PUNJAB,KAPURTHALA,2009,66
PUNJAB,KHANNA,2009,60
PUNJAB,LUDHIANA,2009,251
PUNJAB,LUDHIANA RURAL,2009,77
PUNJAB,MANSA,2009,55
PUNJAB,MOGA,2009,76
PUNJAB,MUKTSAR,2009,46
PUNJAB,PATIALA,2009,258
PUNJAB,ROPAR,2009,62
PUNJAB,SANGRUR,2009,114
PUNJAB,SAS NGR,2009,108
PUNJAB,SBS NAGAR,2009,67
PUNJAB,TARN TARAN,2009,66
RAJASTHAN,AJMER,2009,744
RAJASTHAN,ALWAR,2009,919
RAJASTHAN,BANSWARA,2009,278
RAJASTHAN,BARAN,2009,568
RAJASTHAN,BARMER,2009,320
RAJASTHAN,BHARATPUR,2009,724
RAJASTHAN,BHILWARA,2009,761
RAJASTHAN,BIKANER,2009,520
RAJASTHAN,BUNDI,2009,543
RAJASTHAN,CHITTORGARH,2009,666
RAJASTHAN,CHURU,2009,381
RAJASTHAN,DAUSA,2009,252
RAJASTHAN,DHOLPUR,2009,313
RAJASTHAN,DUNGARPUR,2009,220
RAJASTHAN,G.R.P.,2009,13
RAJASTHAN,GANGANAGAR,2009,866
RAJASTHAN,HANUMANGARH,2009,439
RAJASTHAN,JAIPUR EAST,2009,322
RAJASTHAN,JAIPUR NORTH,2009,337
RAJASTHAN,JAIPUR RURAL,2009,501
RAJASTHAN,JAIPUR SOUTH,2009,294
RAJASTHAN,JAISALMER,2009,60
RAJASTHAN,JALORE,2009,235
RAJASTHAN,JHALAWAR,2009,704
RAJASTHAN,JHUNJHUNU,2009,423
RAJASTHAN,JODHPUR CITY,2009,362
RAJASTHAN,JODHPUR RURAL,2009,215
RAJASTHAN,KARAULI,2009,272
RAJASTHAN,KOTA CITY,2009,533
RAJASTHAN,KOTA RURAL,2009,397
RAJASTHAN,NAGAUR,2009,554
RAJASTHAN,PALI,2009,632
RAJASTHAN,PRATAPGARH,2009,345
RAJASTHAN,RAJSAMAND,2009,309
RAJASTHAN,SAWAI MADHOPUR,2009,282
RAJASTHAN,SIKAR,2009,457
RAJASTHAN,SIROHI,2009,244
RAJASTHAN,TONK,2009,344
RAJASTHAN,UDAIPUR,2009,796
SIKKIM,EAST,2009,15
SIKKIM,NORTH,2009,0
SIKKIM,SOUTH,2009,16
SIKKIM,WEST,2009,9
TAMIL NADU,ARIYALUR,2009,86
TAMIL NADU,CHENNAI,2009,301
TAMIL NADU,CHENNAI RLY.,2009,8
TAMIL NADU,CHENNAISUBURBAN,2009,259
TAMIL NADU,COIMBATORE RURAL,2009,144
TAMIL NADU,COIMBATORE URBAN,2009,94
TAMIL NADU,CUDDALORE,2009,138
TAMIL NADU,DHARMAPURI,2009,138
TAMIL NADU,DINDIGUL,2009,194
TAMIL NADU,ERODE,2009,106
TAMIL NADU,KANCHIPURAM,2009,83
TAMIL NADU,KANYAKUMARI,2009,184
TAMIL NADU,KARUR,2009,53
TAMIL NADU,KRISHNAGIRI,2009,105
TAMIL NADU,MADURAI RURAL,2009,240
TAMIL NADU,MADURAI URBAN,2009,110
TAMIL NADU,NAGAPATTINAM,2009,111
TAMIL NADU,NAMAKKAL,2009,115
TAMIL NADU,NILGIRIS,2009,23
TAMIL NADU,PERAMBALUR,2009,45
TAMIL NADU,PUDUKOTTAI,2009,71
TAMIL NADU,RAMNATHAPURAM,2009,110
TAMIL NADU,SALEM RURAL,2009,256
TAMIL NADU,SALEM URBAN,2009,102
TAMIL NADU,SIVAGANGAI,2009,79
TAMIL NADU,THANJAVUR,2009,129
TAMIL NADU,THENI,2009,201
TAMIL NADU,THIRUNELVELI RURAL,2009,260
TAMIL NADU,THIRUNELVELI URBAN,2009,43
TAMIL NADU,THIRUVALLUR,2009,78
TAMIL NADU,THIRUVANNAMALAI,2009,81
TAMIL NADU,THIRUVARUR,2009,45
TAMIL NADU,THOOTHUGUDI,2009,91
TAMIL NADU,TIRUPPUR,2009,157
TAMIL NADU,TRICHY RLY.,2009,2
TAMIL NADU,TRICHY RURAL,2009,83
TAMIL NADU,TRICHY URBAN,2009,155
TAMIL NADU,VELLORE,2009,121
TAMIL NADU,VILLUPURAM,2009,278
TAMIL NADU,VIRUDHUNAGAR,2009,247
TRIPURA,DHALAI,2009,86
TRIPURA,NORTH,2009,329
TRIPURA,SOUTH,2009,423
TRIPURA,WEST,2009,677
UTTAR PRADESH,AGRA,2009,871
UTTAR PRADESH,ALIGARH,2009,777
UTTAR PRADESH,ALLAHABAD,2009,633
UTTAR PRADESH,AMBEDKAR NAGAR,2009,213
UTTAR PRADESH,AURAIYA,2009,138
UTTAR PRADESH,AZAMGARH,2009,252
UTTAR PRADESH,BADAUN,2009,240
UTTAR PRADESH,BAGHPAT,2009,174
UTTAR PRADESH,BAHRAICH,2009,288
UTTAR PRADESH,BALLIA,2009,146
UTTAR PRADESH,BALRAMPUR,2009,92
UTTAR PRADESH,BANDA,2009,176
UTTAR PRADESH,BARABANKI,2009,352
UTTAR PRADESH,BAREILLY,2009,801
UTTAR PRADESH,BASTI,2009,64
UTTAR PRADESH,BIJNOR,2009,442
UTTAR PRADESH,BULANDSHAHAR,2009,416
UTTAR PRADESH,CHANDOLI,2009,130
UTTAR PRADESH,CHITRAKOOT DHAM,2009,74
UTTAR PRADESH,DEORIA,2009,136
UTTAR PRADESH,ETAH,2009,247
UTTAR PRADESH,ETAWAH,2009,295
UTTAR PRADESH,FAIZABAD,2009,195
UTTAR PRADESH,FATEHGARH,2009,208
UTTAR PRADESH,FATEHPUR,2009,213
UTTAR PRADESH,FIROZABAD,2009,392
UTTAR PRADESH,G.R.P.,2009,69
UTTAR PRADESH,GAUTAMBUDH NAGAR,2009,295
UTTAR PRADESH,GHAZIABAD,2009,1266
UTTAR PRADESH,GHAZIPUR,2009,145
UTTAR PRADESH,GONDA,2009,188
UTTAR PRADESH,GORAKHPUR,2009,533
UTTAR PRADESH,HAMIRPUR,2009,106
UTTAR PRADESH,HARDOI,2009,308
UTTAR PRADESH,HATHRAS,2009,284
UTTAR PRADESH,J.P.NAGAR,2009,207
UTTAR PRADESH,JALAUN,2009,171
UTTAR PRADESH,JAUNPUR,2009,324
UTTAR PRADESH,JHANSI,2009,154
UTTAR PRADESH,KANNAUJ,2009,202
UTTAR PRADESH,KANPUR DEHAT,2009,284
UTTAR PRADESH,KANPUR NAGAR,2009,1210
UTTAR PRADESH,KANSHIRAM NAGAR,2009,127
UTTAR PRADESH,KAUSHAMBI,2009,219
UTTAR PRADESH,KHIRI,2009,323
UTTAR PRADESH,KUSHI NAGAR,2009,82
UTTAR PRADESH,LALITPUR,2009,86
UTTAR PRADESH,LUCKNOW,2009,1513
UTTAR PRADESH,MAHARAJGANJ,2009,125
UTTAR PRADESH,MAHOBA,2009,97
UTTAR PRADESH,MAINPURI,2009,204
UTTAR PRADESH,MATHURA,2009,385
UTTAR PRADESH,MAU,2009,184
UTTAR PRADESH,MEERUT,2009,759
UTTAR PRADESH,MIRZAPUR,2009,233
UTTAR PRADESH,MORADABAD,2009,648
UTTAR PRADESH,MUZAFFARNAGAR,2009,713
UTTAR PRADESH,PILIBHIT,2009,336
UTTAR PRADESH,PRATAPGARH,2009,268
UTTAR PRADESH,RAIBAREILLY,2009,319
UTTAR PRADESH,RAMPUR,2009,232
UTTAR PRADESH,SAHARANPUR,2009,292
UTTAR PRADESH,SANT KABIRNAGAR,2009,77
UTTAR PRADESH,SHAHJAHANPUR,2009,282
UTTAR PRADESH,SHRAWASTI,2009,99
UTTAR PRADESH,SIDHARTHNAGAR,2009,101
UTTAR PRADESH,SITAPUR,2009,485
UTTAR PRADESH,SONBHADRA,2009,133
UTTAR PRADESH,ST.RAVIDASNAGAR,2009,58
UTTAR PRADESH,SULTANPUR,2009,237
UTTAR PRADESH,UNNAO,2009,348
UTTAR PRADESH,VARANASI,2009,265
UTTARAKHAND,ALMORA,2009,28
UTTARAKHAND,BAGESHWAR,2009,10
UTTARAKHAND,CHAMOLI,2009,5
UTTARAKHAND,CHAMPAWAT,2009,10
UTTARAKHAND,DEHRADUN,2009,374
UTTARAKHAND,HARIDWAR,2009,357
UTTARAKHAND,NAINITAL,2009,124
UTTARAKHAND,PAURI GARHWAL,2009,39
UTTARAKHAND,PITHORAGARH,2009,9
UTTARAKHAND,RUDRA PRAYAG,2009,13
UTTARAKHAND,TEHRI GARHWAL,2009,10
UTTARAKHAND,UDHAMSINGH NAGAR,2009,184
UTTARAKHAND,UTTARKASHI,2009,18
WEST BENGAL,24 PARGANAS NORTH,2009,2900
WEST BENGAL,24 PARGANAS SOUTH,2009,3134
WEST BENGAL,ASANSOL,2009,272
WEST BENGAL,BANKURA,2009,311
WEST BENGAL,BIRBHUM,2009,477
WEST BENGAL,BURDWAN,2009,841
WEST BENGAL,COOCHBEHAR,2009,875
WEST BENGAL,DAKSHIN DINAJPUR,2009,395
WEST BENGAL,DARJEELING,2009,294
WEST BENGAL,HOOGHLY,2009,805
WEST BENGAL,HOWRAH,2009,991
WEST BENGAL,HOWRAH G.R.P.,2009,6
WEST BENGAL,JALPAIGURI,2009,1163
WEST BENGAL,KHARAGPUR G.R.P.,2009,3
WEST BENGAL,KOLKATA,2009,865
WEST BENGAL,MALDA,2009,1037
WEST BENGAL,MURSHIDABAD,2009,4345
WEST BENGAL,NADIA,2009,2122
WEST BENGAL,PASCHIM MIDNAPUR,2009,817
WEST BENGAL,PURAB MIDNAPUR,2009,663
WEST BENGAL,PURULIA,2009,262
WEST BENGAL,SEALDAH G.R.P.,2009,22
WEST BENGAL,SILIGURI G.R.P.,2009,4
WEST BENGAL,UTTAR DINAJPUR,2009,592
ANDAMAN & NICOBAR ISLANDS,ANDAMAN,2009,90
ANDAMAN & NICOBAR ISLANDS,NICOBAR,2009,1
CHANDIGARH,CHANDIGARH,2009,146
DADRA & NAGAR HAVELI,D AND N HAVELI,2009,19
DADRA & NAGAR HAVELI,DAMAN,2009,7
DADRA & NAGAR HAVELI,DIU,2009,2
DELHI,CAW,2009,193
DELHI,CENTRAL,2009,184
DELHI,CRIME BRANCH,2009,2
DELHI,EAST,2009,461
DELHI,EOW,2009,2
DELHI,GRP(RLY),2009,11
DELHI,IGI AIRPORT,2009,2
DELHI,NEW DELHI,2009,55
DELHI,NORTH,2009,210
DELHI,NORTH-EAST,2009,522
DELHI,NORTH-WEST,2009,363
DELHI,OUTER,2009,506
DELHI,SOUTH,2009,278
DELHI,SOUTH-EAST,2009,485
DELHI,SOUTH-WEST,2009,374
DELHI,STF,2009,0
DELHI,WEST,2009,570
LAKSHADWEEP,LAKSHADWEEP,2009,1
PUDUCHERRY,KARAIKAL,2009,19
PUDUCHERRY,PUDUCHERRY,2009,74
ANDHRA PRADESH,ADILABAD,2010,831
ANDHRA PRADESH,ANANTAPUR,2010,517
ANDHRA PRADESH,CHITTOOR,2010,777
ANDHRA PRADESH,CUDDAPAH,2010,608
ANDHRA PRADESH,CYBERABAD,2010,2815
ANDHRA PRADESH,EAST GODAVARI,2010,743
ANDHRA PRADESH,GUNTAKAL RLY.,2010,6
ANDHRA PRADESH,GUNTUR,2010,1244
ANDHRA PRADESH,GUNTUR URBAN,2010,377
ANDHRA PRADESH,HYDERABAD CITY,2010,1781
ANDHRA PRADESH,KARIMNAGAR,2010,1346
ANDHRA PRADESH,KHAMMAM,2010,775
ANDHRA PRADESH,KRISHNA,2010,1004
ANDHRA PRADESH,KURNOOL,2010,1251
ANDHRA PRADESH,MAHABOOBNAGAR,2010,686
ANDHRA PRADESH,MEDAK,2010,660
ANDHRA PRADESH,NALGONDA,2010,786
ANDHRA PRADESH,NELLORE,2010,785
ANDHRA PRADESH,NIZAMABAD,2010,948
ANDHRA PRADESH,PRAKASHAM,2010,608
ANDHRA PRADESH,RAJAHMUNDRY,2010,208
ANDHRA PRADESH,RANGA REDDY,2010,197
ANDHRA PRADESH,SECUNDERABAD RLY.,2010,6
ANDHRA PRADESH,SRIKAKULAM,2010,489
ANDHRA PRADESH,TIRUPATHI URBAN,2010,178
ANDHRA PRADESH,VIJAYAWADA CITY,2010,1124
ANDHRA PRADESH,VIJAYAWADA RLY.,2010,14
ANDHRA PRADESH,VISAKHA RURAL,2010,428
ANDHRA PRADESH,VISAKHAPATNAM,2010,592
ANDHRA PRADESH,VIZIANAGARAM,2010,559
ANDHRA PRADESH,WARANGAL,2010,232
ANDHRA PRADESH,WARANGAL URBAN,2010,544
ANDHRA PRADESH,WEST GODAVARI,2010,1638
ARUNACHAL PRADESH,ANJAW,2010,3
ARUNACHAL PRADESH,CHANGLANG,2010,19
ARUNACHAL PRADESH,DIBANG VALLEY,2010,8
ARUNACHAL PRADESH,K/KUMEY,2010,1
ARUNACHAL PRADESH,KAMENG EAST,2010,6
ARUNACHAL PRADESH,KAMENG WEST,2010,8
ARUNACHAL PRADESH,LOHIT,2010,19
ARUNACHAL PRADESH,PAPUM PARE,2010,27
ARUNACHAL PRADESH,RURAL,2010,10
ARUNACHAL PRADESH,SIANG EAST,2010,21
ARUNACHAL PRADESH,SIANG UPPER,2010,4
ARUNACHAL PRADESH,SIANG WEST,2010,34
ARUNACHAL PRADESH,SUBANSIRI LOWER,2010,6
ARUNACHAL PRADESH,SUBANSIRI UPPER,2010,19
ARUNACHAL PRADESH,TAWANG,2010,2
ARUNACHAL PRADESH,TIRAP,2010,3
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2010,0
ASSAM,BARPETA,2010,538
ASSAM,BASKA,2010,108
ASSAM,BONGAIGAON,2010,398
ASSAM,C.I.D.,2010,0
ASSAM,CACHAR,2010,755
ASSAM,CHIRANG,2010,130
ASSAM,DARRANG,2010,827
ASSAM,DHEMAJI,2010,318
ASSAM,DHUBRI,2010,1397
ASSAM,DIBRUGARH,2010,294
ASSAM,G.R.P.,2010,8
ASSAM,GOALPARA,2010,513
ASSAM,GOLAGHAT,2010,314
ASSAM,GUWAHATI CITY,2010,741
ASSAM,HAILAKANDI,2010,274
ASSAM,JORHAT,2010,325
ASSAM,KAMRUP,2010,395
ASSAM,KARBI ANGLONG,2010,82
ASSAM,KARIMGANJ,2010,241
ASSAM,KOKRAJHAR,2010,178
ASSAM,LAKHIMPUR,2010,437
ASSAM,MORIGAON,2010,338
ASSAM,N.C.HILLS,2010,19
ASSAM,NAGAON,2010,1252
ASSAM,NALBARI,2010,201
ASSAM,R.P.O.,2010,9
ASSAM,SIBSAGAR,2010,390
ASSAM,SONITPUR,2010,586
ASSAM,TINSUKIA,2010,303
ASSAM,UDALGURI,2010,122
BIHAR,ARARIA,2010,159
BIHAR,ARWAL,2010,38
BIHAR,AURANGABAD,2010,191
BIHAR,BAGAHA,2010,121
BIHAR,BANKA,2010,110
BIHAR,BEGUSARAI,2010,158
BIHAR,BETTIAH,2010,196
BIHAR,BHABHUA,2010,84
BIHAR,BHAGALPUR,2010,176
BIHAR,BHOJPUR,2010,304
BIHAR,BUXAR,2010,125
BIHAR,DARBHANGA,2010,349
BIHAR,GAYA,2010,246
BIHAR,GOPALGANJ,2010,276
BIHAR,JAMALPUR RLY.,2010,6
BIHAR,JAMUI,2010,147
BIHAR,JEHANABAD,2010,92
BIHAR,KATIHAR,2010,226
BIHAR,KATIHAR RLY.,2010,9
BIHAR,KHAGARIA,2010,89
BIHAR,KISHANGANJ,2010,107
BIHAR,LAKHISARAI,2010,73
BIHAR,MADHEPURA,2010,110
BIHAR,MADHUBANI,2010,289
BIHAR,MOTIHARI,2010,233
BIHAR,MUNGER,2010,139
BIHAR,MUZAFFARPUR,2010,366
BIHAR,MUZAFFARPUR RLY.,2010,3
BIHAR,NALANDA,2010,252
BIHAR,NAUGACHIA,2010,111
BIHAR,NAWADAH,2010,121
BIHAR,PATNA,2010,624
BIHAR,PATNA RLY.,2010,31
BIHAR,PURNEA,2010,227
BIHAR,ROHTAS,2010,258
BIHAR,SAHARSA,2010,94
BIHAR,SAMASTIPUR,2010,156
BIHAR,SARAN,2010,335
BIHAR,SHEIKHPURA,2010,30
BIHAR,SHEOHAR,2010,27
BIHAR,SITAMARHI,2010,120
BIHAR,SIWAN,2010,238
BIHAR,SUPAUL,2010,83
BIHAR,VAISHALI,2010,321
CHHATTISGARH,BALRAMPUR,2010,162
CHHATTISGARH,BILASPUR,2010,430
CHHATTISGARH,BIZAPUR,2010,12
CHHATTISGARH,DANTEWARA,2010,30
CHHATTISGARH,DHAMTARI,2010,126
CHHATTISGARH,DURG,2010,578
CHHATTISGARH,GRP RAIPUR,2010,7
CHHATTISGARH,JAGDALPUR,2010,127
CHHATTISGARH,JANJGIR,2010,257
CHHATTISGARH,JASHPUR,2010,173
CHHATTISGARH,KABIRDHAM,2010,138
CHHATTISGARH,KANKER,2010,62
CHHATTISGARH,KORBA,2010,172
CHHATTISGARH,KORIYA,2010,237
CHHATTISGARH,MAHASAMUND,2010,122
CHHATTISGARH,NARAYANPUR,2010,12
CHHATTISGARH,RAIGARH,2010,222
CHHATTISGARH,RAIPUR,2010,610
CHHATTISGARH,RAJNANDGAON,2010,185
CHHATTISGARH,SARGUJA,2010,271
CHHATTISGARH,SURAJPUR,2010,224
GOA,NORTH GOA,2010,63
GOA,SOUTH GOA,2010,61
GUJARAT,AHMEDABAD COMMR.,2010,1550
GUJARAT,AHMEDABAD RURAL,2010,176
GUJARAT,AHWA-DANG,2010,3
GUJARAT,AMRELI,2010,267
GUJARAT,ANAND,2010,274
GUJARAT,BHARUCH,2010,56
GUJARAT,BHAVNAGAR,2010,317
GUJARAT,CID CRIME,2010,1
GUJARAT,DAHOD,2010,76
GUJARAT,GANDHINAGAR,2010,208
GUJARAT,HIMATNAGAR,2010,336
GUJARAT,JAMNAGAR,2010,300
GUJARAT,JUNAGADH,2010,570
GUJARAT,KHEDA NORTH,2010,303
GUJARAT,KUTCH,2010,285
GUJARAT,MEHSANA,2010,334
GUJARAT,NARMADA,2010,24
GUJARAT,NAVSARI,2010,61
GUJARAT,PALANPUR,2010,504
GUJARAT,PANCHMAHAL,2010,290
GUJARAT,PATAN,2010,182
GUJARAT,PORBANDAR,2010,88
GUJARAT,RAJKOT COMMR.,2010,359
GUJARAT,RAJKOT RURAL,2010,365
GUJARAT,SURAT COMMR.,2010,382
GUJARAT,SURAT RURAL,2010,61
GUJARAT,SURENDRANAGAR,2010,207
GUJARAT,TAPI,2010,28
GUJARAT,VADODARA COMMR.,2010,271
GUJARAT,VADODARA RURAL,2010,169
GUJARAT,VALSAD,2010,38
GUJARAT,W.RLY,2010,10
HARYANA,AMBALA,2010,316
HARYANA,BHIWANI,2010,212
HARYANA,FARIDABAD,2010,489
HARYANA,FATEHABAD,2010,158
HARYANA,GRP,2010,160
HARYANA,GURGAON,2010,263
HARYANA,HISSAR,2010,405
HARYANA,JHAJJAR,2010,252
HARYANA,JIND,2010,207
HARYANA,KAITHAL,2010,186
HARYANA,KARNAL,2010,375
HARYANA,KURUKSHETRA,2010,187
HARYANA,MAHENDRAGARH,2010,182
HARYANA,MEWAT,2010,219
HARYANA,PALWAL,2010,201
HARYANA,PANCHKULA,2010,132
HARYANA,PANIPAT,2010,344
HARYANA,REWARI,2010,177
HARYANA,ROHTAK,2010,257
HARYANA,SIRSA,2010,211
HARYANA,SONIPAT,2010,300
HARYANA,YAMUNANAGAR,2010,261
HIMACHAL PRADESH,BADDIPOLICEDIST,2010,22
HIMACHAL PRADESH,BILASPUR,2010,96
HIMACHAL PRADESH,CHAMBA,2010,70
HIMACHAL PRADESH,CID,2010,0
HIMACHAL PRADESH,G.R.P.,2010,0
HIMACHAL PRADESH,HAMIRPUR,2010,94
HIMACHAL PRADESH,KANGRA,2010,176
HIMACHAL PRADESH,KINNAUR,2010,10
HIMACHAL PRADESH,KULLU,2010,55
HIMACHAL PRADESH,LAHAUL-SPITI,2010,4
HIMACHAL PRADESH,MANDI,2010,163
HIMACHAL PRADESH,SHIMLA,2010,103
HIMACHAL PRADESH,SIRMAUR,2010,85
HIMACHAL PRADESH,SOLAN,2010,55
HIMACHAL PRADESH,UNA,2010,94
JAMMU & KASHMIR,ANANTNAG,2010,217
JAMMU & KASHMIR,AWANTIPORA,2010,41
JAMMU & KASHMIR,BANDIPORA,2010,121
JAMMU & KASHMIR,BARAMULLA,2010,143
JAMMU & KASHMIR,BUDGAM,2010,201
JAMMU & KASHMIR,CRIME JAMMU,2010,0
JAMMU & KASHMIR,CRIME KASHMIR,2010,0
JAMMU & KASHMIR,DODA,2010,132
JAMMU & KASHMIR,GANDERBAL,2010,61
JAMMU & KASHMIR,HANDWARA,2010,91
JAMMU & KASHMIR,JAMMU,2010,268
JAMMU & KASHMIR,KARGIL,2010,1
JAMMU & KASHMIR,KATHUA,2010,71
JAMMU & KASHMIR,KISHTWAR,2010,36
JAMMU & KASHMIR,KULGAM,2010,110
JAMMU & KASHMIR,KUPWARA,2010,59
JAMMU & KASHMIR,LEH,2010,8
JAMMU & KASHMIR,POONCH,2010,110
JAMMU & KASHMIR,PULWAMA,2010,63
JAMMU & KASHMIR,RAILWAYS,2010,0
JAMMU & KASHMIR,RAILWAYS,2010,1
JAMMU & KASHMIR,RAJOURI,2010,152
JAMMU & KASHMIR,RAMBAN,2010,36
JAMMU & KASHMIR,REASI,2010,34
JAMMU & KASHMIR,SAMBA,2010,24
JAMMU & KASHMIR,SHOPIAN,2010,156
JAMMU & KASHMIR,SOPORE,2010,118
JAMMU & KASHMIR,SRINAGAR,2010,278
JAMMU & KASHMIR,UDHAMPUR,2010,73
JHARKHAND,BOKARO,2010,190
JHARKHAND,CHAIBASA,2010,87
JHARKHAND,CHATRA,2010,62
JHARKHAND,DEOGHAR,2010,99
JHARKHAND,DHANBAD,2010,212
JHARKHAND,DHANBAD RLY.,2010,16
JHARKHAND,DUMKA,2010,139
JHARKHAND,GARHWA,2010,103
JHARKHAND,GIRIDIH,2010,170
JHARKHAND,GODDA,2010,94
JHARKHAND,GUMLA,2010,116
JHARKHAND,HAZARIBAGH,2010,167
JHARKHAND,JAMSHEDPUR,2010,178
JHARKHAND,JAMSHEDPUR RLY.,2010,2
JHARKHAND,JAMTARA,2010,27
JHARKHAND,KHUNTI,2010,14
JHARKHAND,KODERMA,2010,63
JHARKHAND,LATEHAR,2010,41
JHARKHAND,LOHARDAGGA,2010,64
JHARKHAND,PAKUR,2010,103
JHARKHAND,PALAMU,2010,108
JHARKHAND,RAMGARH,2010,86
JHARKHAND,RANCHI,2010,299
JHARKHAND,SAHEBGANJ,2010,121
JHARKHAND,SARAIKELA,2010,75
JHARKHAND,SIMDEGA,2010,28
KARNATAKA,BAGALKOT,2010,146
KARNATAKA,BANGALORE COMMR.,2010,902
KARNATAKA,BANGALORE RURAL,2010,145
KARNATAKA,BELGAUM,2010,599
KARNATAKA,BELLARY,2010,219
KARNATAKA,BIDAR,2010,148
KARNATAKA,BIJAPUR,2010,263
KARNATAKA,CBPURA,2010,107
KARNATAKA,CHAMARAJNAGAR,2010,125
KARNATAKA,CHICKMAGALUR,2010,207
KARNATAKA,CHITRADURGA,2010,328
KARNATAKA,DAKSHIN KANNADA,2010,157
KARNATAKA,DAVANAGERE,2010,257
KARNATAKA,DHARWAD COMMR.,2010,78
KARNATAKA,DHARWAD RURAL,2010,86
KARNATAKA,GADAG,2010,95
KARNATAKA,GULBARGA,2010,304
KARNATAKA,HASSAN,2010,376
KARNATAKA,HAVERI,2010,138
KARNATAKA,K.G.F.,2010,75
KARNATAKA,KODAGU,2010,146
KARNATAKA,KOLAR,2010,62
KARNATAKA,KOPPAL,2010,87
KARNATAKA,MANDYA,2010,377
KARNATAKA,MYSORE COMMR.,2010,110
KARNATAKA,MYSORE RURAL,2010,335
KARNATAKA,RAICHUR,2010,366
KARNATAKA,RAILWAYS,2010,2
KARNATAKA,RAMANAGAR,2010,189
KARNATAKA,SHIMOGA,2010,443
KARNATAKA,TUMKUR,2010,238
KARNATAKA,UDUPI,2010,86
KARNATAKA,UTTAR KANNADA,2010,169
KARNATAKA,YADGIRI,2010,123
KERALA,ALAPUZHA,2010,540
KERALA,ERNAKULAM COMMR.,2010,263
KERALA,ERNAKULAM RURAL,2010,447
KERALA,IDUKKI,2010,435
KERALA,KANNUR,2010,469
KERALA,KASARGOD,2010,340
KERALA,KOLLAM,2010,1046
KERALA,KOTTAYAM,2010,612
KERALA,KOZHIKODE COMMR.,2010,328
KERALA,KOZHIKODE RURAL,2010,529
KERALA,MALAPPURAM,2010,905
KERALA,PALAKKAD,2010,521
KERALA,PATHANAMTHITTA,2010,348
KERALA,RAILWAYS,2010,16
KERALA,THRISSUR,2010,703
KERALA,TRIVANDRUM COMMR.,2010,414
KERALA,TRIVANDRUM RURAL,2010,961
KERALA,WAYANADU,2010,233
MADHYA PRADESH,ALIRAJPUR,2010,68
MADHYA PRADESH,ANUPPUR,2010,184
MADHYA PRADESH,ASHOK NAGAR,2010,234
MADHYA PRADESH,BALAGHAT,2010,213
MADHYA PRADESH,BARWANI,2010,112
MADHYA PRADESH,BETUL,2010,393
MADHYA PRADESH,BHIND,2010,182
MADHYA PRADESH,BHOPAL,2010,616
MADHYA PRADESH,BHOPAL RLY.,2010,20
MADHYA PRADESH,BURHANPUR,2010,121
MADHYA PRADESH,CHHATARPUR,2010,353
MADHYA PRADESH,CHHINDWARA,2010,502
MADHYA PRADESH,DAMOH,2010,372
MADHYA PRADESH,DATIYA,2010,147
MADHYA PRADESH,DEWAS,2010,489
MADHYA PRADESH,DHAR,2010,464
MADHYA PRADESH,DINDORI,2010,147
MADHYA PRADESH,GUNA,2010,287
MADHYA PRADESH,GWALIOR,2010,651
MADHYA PRADESH,HARDA,2010,128
MADHYA PRADESH,HOSHANGABAD,2010,427
MADHYA PRADESH,INDORE,2010,946
MADHYA PRADESH,INDORE RLY.,2010,4
MADHYA PRADESH,JABALPUR,2010,653
MADHYA PRADESH,JABALPUR RLY.,2010,8
MADHYA PRADESH,JHABUA,2010,98
